,text,tokens,filtered_tokens,tagged_tokens,nouns
1507,I can't say this is the best pizza ever (not even close) but a good and (relatively) cheap bite to eat,"['I', 'ca', ""n't"", 'say', 'this', 'is', 'the', 'best', 'pizza', 'ever', '(', 'not', 'even', 'close', ')', 'but', 'a', 'good', 'and', '(', 'relatively', ')', 'cheap', 'bite', 'to', 'eat']","['i', 'ca', ""n't"", 'say', 'best', 'pizza', 'ever', '(', 'even', 'close', ')', 'good', '(', 'relatively', ')', 'cheap', 'bite', 'eat']","[('i', 'NN'), ('ca', 'MD'), (""n't"", 'RB'), ('say', 'VB'), ('best', 'JJS'), ('pizza', 'NN'), ('ever', 'RB'), ('(', '('), ('even', 'RB'), ('close', 'RB'), (')', ')'), ('good', 'NN'), ('(', '('), ('relatively', 'RB'), (')', ')'), ('cheap', 'VBZ'), ('bite', 'JJ'), ('eat', 'NN')]","['i', 'pizza', 'good', 'eat']"
1508,"(""relatively"" because it still seemed pricey to me for what it was)","['(', '``', 'relatively', ""''"", 'because', 'it', 'still', 'seemed', 'pricey', 'to', 'me', 'for', 'what', 'it', 'was', ')']","['(', '``', 'relatively', ""''"", 'still', 'seemed', 'pricey', ')']","[('(', '('), ('``', '``'), ('relatively', 'RB'), (""''"", ""''""), ('still', 'RB'), ('seemed', 'VBD'), ('pricey', 'NNS'), (')', ')')]",['pricey']
1509,"

Oh! And they have a Galaga arcade game you can play for 50 cents","['Oh', '!', 'And', 'they', 'have', 'a', 'Galaga', 'arcade', 'game', 'you', 'can', 'play', 'for', '50', 'cents']","['oh', '!', 'and', 'galaga', 'arcade', 'game', 'play', '50', 'cents']","[('oh', 'UH'), ('!', '.'), ('and', 'CC'), ('galaga', 'JJ'), ('arcade', 'NN'), ('game', 'NN'), ('play', 'VBD'), ('50', 'CD'), ('cents', 'NNS')]","['arcade', 'game', 'cents']"
1510,"Warning! The controller has some serious jamming issues, though!","['Warning', '!', 'The', 'controller', 'has', 'some', 'serious', 'jamming', 'issues', ',', 'though', '!']","['warning', '!', 'the', 'controller', 'serious', 'jamming', 'issues', ',', 'though', '!']","[('warning', 'VBG'), ('!', '.'), ('the', 'DT'), ('controller', 'NN'), ('serious', 'JJ'), ('jamming', 'NN'), ('issues', 'NNS'), (',', ','), ('though', 'IN'), ('!', '.')]","['controller', 'jamming', 'issues']"
1511,"Secret!?  This place is about as secret as the fact that Donald Trump has a comb over...

Okay, Secret Pizza isn't secret, but they make some surprisingly legit NY-style pizza","['Secret', '!', '?', 'This', 'place', 'is', 'about', 'as', 'secret', 'as', 'the', 'fact', 'that', 'Donald', 'Trump', 'has', 'a', 'comb', 'over', '...', 'Okay', ',', 'Secret', 'Pizza', 'is', ""n't"", 'secret', ',', 'but', 'they', 'make', 'some', 'surprisingly', 'legit', 'NY-style', 'pizza']","['secret', '!', '?', 'this', 'place', 'secret', 'fact', 'donald', 'trump', 'comb', '...', 'okay', ',', 'secret', 'pizza', ""n't"", 'secret', ',', 'make', 'surprisingly', 'legit', 'ny-style', 'pizza']","[('secret', 'NN'), ('!', '.'), ('?', '.'), ('this', 'DT'), ('place', 'NN'), ('secret', 'JJ'), ('fact', 'NN'), ('donald', 'JJ'), ('trump', 'NN'), ('comb', 'NN'), ('...', ':'), ('okay', 'NN'), (',', ','), ('secret', 'JJ'), ('pizza', 'VBP'), (""n't"", 'RB'), ('secret', 'JJ'), (',', ','), ('make', 'VB'), ('surprisingly', 'RB'), ('legit', 'JJ'), ('ny-style', 'JJ'), ('pizza', 'NN')]","['secret', 'place', 'fact', 'trump', 'comb', 'okay', 'pizza']"
1512," They serve three kinds of New York style pizza here: red, white, and Sicilian","['They', 'serve', 'three', 'kinds', 'of', 'New', 'York', 'style', 'pizza', 'here', ':', 'red', ',', 'white', ',', 'and', 'Sicilian']","['they', 'serve', 'three', 'kinds', 'new', 'york', 'style', 'pizza', ':', 'red', ',', 'white', ',', 'sicilian']","[('they', 'PRP'), ('serve', 'VBP'), ('three', 'CD'), ('kinds', 'NNS'), ('new', 'JJ'), ('york', 'NN'), ('style', 'NN'), ('pizza', 'NN'), (':', ':'), ('red', 'JJ'), (',', ','), ('white', 'JJ'), (',', ','), ('sicilian', 'JJ')]","['kinds', 'york', 'style', 'pizza']"
1513," I'm still Jonesing for the Sicilian (they were out the two times I visited trying to get a slice); of the other two types, I think they're both exceptional examples of NY's finest","['I', ""'m"", 'still', 'Jonesing', 'for', 'the', 'Sicilian', '(', 'they', 'were', 'out', 'the', 'two', 'times', 'I', 'visited', 'trying', 'to', 'get', 'a', 'slice', ')', ';', 'of', 'the', 'other', 'two', 'types', ',', 'I', 'think', 'they', ""'re"", 'both', 'exceptional', 'examples', 'of', 'NY', ""'s"", 'finest']","['i', ""'m"", 'still', 'jonesing', 'sicilian', '(', 'two', 'times', 'i', 'visited', 'trying', 'get', 'slice', ')', ';', 'two', 'types', ',', 'i', 'think', ""'re"", 'exceptional', 'examples', 'ny', ""'s"", 'finest']","[('i', 'NN'), (""'m"", 'VBP'), ('still', 'RB'), ('jonesing', 'VBG'), ('sicilian', 'JJ'), ('(', '('), ('two', 'CD'), ('times', 'NNS'), ('i', 'RB'), ('visited', 'VBD'), ('trying', 'VBG'), ('get', 'VB'), ('slice', 'NN'), (')', ')'), (';', ':'), ('two', 'CD'), ('types', 'NNS'), (',', ','), ('i', 'NN'), ('think', 'VBP'), (""'re"", 'VBP'), ('exceptional', 'JJ'), ('examples', 'NNS'), ('ny', 'VBP'), (""'s"", 'POS'), ('finest', 'JJS')]","['i', 'times', 'slice', 'types', 'i', 'examples']"
1514," My favorite of the two so far was the red, with Sausage, Pepperoni and garlic","['My', 'favorite', 'of', 'the', 'two', 'so', 'far', 'was', 'the', 'red', ',', 'with', 'Sausage', ',', 'Pepperoni', 'and', 'garlic']","['my', 'favorite', 'two', 'far', 'red', ',', 'sausage', ',', 'pepperoni', 'garlic']","[('my', 'PRP$'), ('favorite', 'JJ'), ('two', 'CD'), ('far', 'RB'), ('red', 'JJ'), (',', ','), ('sausage', 'NN'), (',', ','), ('pepperoni', 'VBZ'), ('garlic', 'JJ')]",['sausage']
1515," Both red and white slices are made with premium, super-sized, toppings and the crust is great tasting, chewy, soggy at all, and shaped exactly the way NY pizza should be shaped.

There are no signs announcing either the presence or location of Secret Pizza","['Both', 'red', 'and', 'white', 'slices', 'are', 'made', 'with', 'premium', ',', 'super-sized', ',', 'toppings', 'and', 'the', 'crust', 'is', 'great', 'tasting', ',', 'chewy', ',', 'soggy', 'at', 'all', ',', 'and', 'shaped', 'exactly', 'the', 'way', 'NY', 'pizza', 'should', 'be', 'shaped', '.', 'There', 'are', 'no', 'signs', 'announcing', 'either', 'the', 'presence', 'or', 'location', 'of', 'Secret', 'Pizza']","['both', 'red', 'white', 'slices', 'made', 'premium', ',', 'super-sized', ',', 'toppings', 'crust', 'great', 'tasting', ',', 'chewy', ',', 'soggy', ',', 'shaped', 'exactly', 'way', 'ny', 'pizza', 'shaped', '.', 'there', 'signs', 'announcing', 'either', 'presence', 'location', 'secret', 'pizza']","[('both', 'DT'), ('red', 'JJ'), ('white', 'JJ'), ('slices', 'NNS'), ('made', 'VBD'), ('premium', 'NN'), (',', ','), ('super-sized', 'JJ'), (',', ','), ('toppings', 'NNS'), ('crust', 'VBP'), ('great', 'JJ'), ('tasting', 'NN'), (',', ','), ('chewy', 'NN'), (',', ','), ('soggy', 'JJ'), (',', ','), ('shaped', 'VBD'), ('exactly', 'RB'), ('way', 'NN'), ('ny', 'JJ'), ('pizza', 'NN'), ('shaped', 'VBD'), ('.', '.'), ('there', 'EX'), ('signs', 'NNS'), ('announcing', 'VBG'), ('either', 'CC'), ('presence', 'NN'), ('location', 'NN'), ('secret', 'JJ'), ('pizza', 'NN')]","['slices', 'premium', 'toppings', 'tasting', 'chewy', 'way', 'pizza', 'signs', 'presence', 'location', 'pizza']"
1516," Legend has it it started out as a room-service pizza source built for guests, but it was decided before it opened to allow walk-ins from outside the hotel as well.

My friend had read about this place on Yelp and knew where to look in general","['Legend', 'has', 'it', 'it', 'started', 'out', 'as', 'a', 'room-service', 'pizza', 'source', 'built', 'for', 'guests', ',', 'but', 'it', 'was', 'decided', 'before', 'it', 'opened', 'to', 'allow', 'walk-ins', 'from', 'outside', 'the', 'hotel', 'as', 'well', '.', 'My', 'friend', 'had', 'read', 'about', 'this', 'place', 'on', 'Yelp', 'and', 'knew', 'where', 'to', 'look', 'in', 'general']","['legend', 'started', 'room-service', 'pizza', 'source', 'built', 'guests', ',', 'decided', 'opened', 'allow', 'walk-ins', 'outside', 'hotel', 'well', '.', 'my', 'friend', 'read', 'place', 'yelp', 'knew', 'look', 'general']","[('legend', 'NN'), ('started', 'VBD'), ('room-service', 'JJ'), ('pizza', 'NN'), ('source', 'NN'), ('built', 'VBN'), ('guests', 'NNS'), (',', ','), ('decided', 'VBD'), ('opened', 'VBN'), ('allow', 'IN'), ('walk-ins', 'NNS'), ('outside', 'JJ'), ('hotel', 'NN'), ('well', 'RB'), ('.', '.'), ('my', 'PRP$'), ('friend', 'NN'), ('read', 'VBD'), ('place', 'NN'), ('yelp', 'NN'), ('knew', 'VBD'), ('look', 'CD'), ('general', 'JJ')]","['legend', 'pizza', 'source', 'guests', 'walk-ins', 'hotel', 'friend', 'place', 'yelp']"
1517,"However, if we had not known beforehand to be on the lookout we likely would have never found it","['However', ',', 'if', 'we', 'had', 'not', 'known', 'beforehand', 'to', 'be', 'on', 'the', 'lookout', 'we', 'likely', 'would', 'have', 'never', 'found', 'it']","['however', ',', 'known', 'beforehand', 'lookout', 'likely', 'would', 'never', 'found']","[('however', 'RB'), (',', ','), ('known', 'VBN'), ('beforehand', 'NN'), ('lookout', 'RBR'), ('likely', 'RB'), ('would', 'MD'), ('never', 'RB'), ('found', 'VB')]",['beforehand']
1518,It is located down a dimly lit corridor with framed album covers hanging on the wall,"['It', 'is', 'located', 'down', 'a', 'dimly', 'lit', 'corridor', 'with', 'framed', 'album', 'covers', 'hanging', 'on', 'the', 'wall']","['it', 'located', 'dimly', 'lit', 'corridor', 'framed', 'album', 'covers', 'hanging', 'wall']","[('it', 'PRP'), ('located', 'VBD'), ('dimly', 'RB'), ('lit', 'JJ'), ('corridor', 'NN'), ('framed', 'VBD'), ('album', 'JJ'), ('covers', 'NNS'), ('hanging', 'VBG'), ('wall', 'NN')]","['corridor', 'covers', 'wall']"
1519," Secret Pizza may be hard to find, but once you do, you'll be a very happy camper!","['Secret', 'Pizza', 'may', 'be', 'hard', 'to', 'find', ',', 'but', 'once', 'you', 'do', ',', 'you', ""'ll"", 'be', 'a', 'very', 'happy', 'camper', '!']","['secret', 'pizza', 'may', 'hard', 'find', ',', ',', ""'ll"", 'happy', 'camper', '!']","[('secret', 'JJ'), ('pizza', 'NN'), ('may', 'MD'), ('hard', 'VB'), ('find', 'NN'), (',', ','), (',', ','), (""'ll"", 'MD'), ('happy', 'JJ'), ('camper', 'NN'), ('!', '.')]","['pizza', 'find', 'camper']"
1520,Wow! This pizza is the real deal NY style and a not to miss place to grab a bite,"['Wow', '!', 'This', 'pizza', 'is', 'the', 'real', 'deal', 'NY', 'style', 'and', 'a', 'not', 'to', 'miss', 'place', 'to', 'grab', 'a', 'bite']","['wow', '!', 'this', 'pizza', 'real', 'deal', 'ny', 'style', 'miss', 'place', 'grab', 'bite']","[('wow', 'NN'), ('!', '.'), ('this', 'DT'), ('pizza', 'JJ'), ('real', 'JJ'), ('deal', 'NN'), ('ny', 'JJ'), ('style', 'NN'), ('miss', 'JJ'), ('place', 'NN'), ('grab', 'NN'), ('bite', 'NN')]","['wow', 'deal', 'style', 'place', 'grab', 'bite']"
1521,I tried several slices and really like the cheese only the best,"['I', 'tried', 'several', 'slices', 'and', 'really', 'like', 'the', 'cheese', 'only', 'the', 'best']","['i', 'tried', 'several', 'slices', 'really', 'like', 'cheese', 'best']","[('i', 'RB'), ('tried', 'VBD'), ('several', 'JJ'), ('slices', 'NNS'), ('really', 'RB'), ('like', 'IN'), ('cheese', 'NN'), ('best', 'JJS')]","['slices', 'cheese']"
1522,The white had a little too much garlic for me but my friend had a second piece of it,"['The', 'white', 'had', 'a', 'little', 'too', 'much', 'garlic', 'for', 'me', 'but', 'my', 'friend', 'had', 'a', 'second', 'piece', 'of', 'it']","['the', 'white', 'little', 'much', 'garlic', 'friend', 'second', 'piece']","[('the', 'DT'), ('white', 'JJ'), ('little', 'JJ'), ('much', 'JJ'), ('garlic', 'NN'), ('friend', 'VBP'), ('second', 'JJ'), ('piece', 'NN')]","['garlic', 'piece']"
1523,This brings me back to the best pizzas in NYC.,"['This', 'brings', 'me', 'back', 'to', 'the', 'best', 'pizzas', 'in', 'NYC', '.']","['this', 'brings', 'back', 'best', 'pizzas', 'nyc', '.']","[('this', 'DT'), ('brings', 'VBZ'), ('back', 'RB'), ('best', 'JJS'), ('pizzas', 'NN'), ('nyc', 'NN'), ('.', '.')]","['pizzas', 'nyc']"
1524,Great New York style pizza by the slice for a decent price on the strip..,"['Great', 'New', 'York', 'style', 'pizza', 'by', 'the', 'slice', 'for', 'a', 'decent', 'price', 'on', 'the', 'strip..']","['great', 'new', 'york', 'style', 'pizza', 'slice', 'decent', 'price', 'strip..']","[('great', 'JJ'), ('new', 'JJ'), ('york', 'NN'), ('style', 'NN'), ('pizza', 'NN'), ('slice', 'NN'), ('decent', 'JJ'), ('price', 'NN'), ('strip..', 'NN')]","['york', 'style', 'pizza', 'slice', 'price', 'strip..']"
1525,The pepperoni pizza was awesome with the crust being the best part,"['The', 'pepperoni', 'pizza', 'was', 'awesome', 'with', 'the', 'crust', 'being', 'the', 'best', 'part']","['the', 'pepperoni', 'pizza', 'awesome', 'crust', 'best', 'part']","[('the', 'DT'), ('pepperoni', 'NN'), ('pizza', 'NN'), ('awesome', 'JJ'), ('crust', 'NN'), ('best', 'JJS'), ('part', 'NN')]","['pepperoni', 'pizza', 'crust', 'part']"
1526,"It is kind of hard to find as its location is ""secret"" but this just adds to the fun if eating here","['It', 'is', 'kind', 'of', 'hard', 'to', 'find', 'as', 'its', 'location', 'is', '``', 'secret', ""''"", 'but', 'this', 'just', 'adds', 'to', 'the', 'fun', 'if', 'eating', 'here']","['it', 'kind', 'hard', 'find', 'location', '``', 'secret', ""''"", 'adds', 'fun', 'eating']","[('it', 'PRP'), ('kind', 'NN'), ('hard', 'JJ'), ('find', 'NN'), ('location', 'NN'), ('``', '``'), ('secret', 'JJ'), (""''"", ""''""), ('adds', 'VBZ'), ('fun', 'NN'), ('eating', 'VBG')]","['kind', 'find', 'location', 'fun']"
1527,There really isn't much seating in the restaurant area but it's adjacent to plenty of comfortable seating in a lounge area of the resort.,"['There', 'really', 'is', ""n't"", 'much', 'seating', 'in', 'the', 'restaurant', 'area', 'but', 'it', ""'s"", 'adjacent', 'to', 'plenty', 'of', 'comfortable', 'seating', 'in', 'a', 'lounge', 'area', 'of', 'the', 'resort', '.']","['there', 'really', ""n't"", 'much', 'seating', 'restaurant', 'area', ""'s"", 'adjacent', 'plenty', 'comfortable', 'seating', 'lounge', 'area', 'resort', '.']","[('there', 'RB'), ('really', 'RB'), (""n't"", 'RB'), ('much', 'JJ'), ('seating', 'NN'), ('restaurant', 'JJ'), ('area', 'NN'), (""'s"", 'POS'), ('adjacent', 'JJ'), ('plenty', 'NN'), ('comfortable', 'JJ'), ('seating', 'VBG'), ('lounge', 'JJ'), ('area', 'NN'), ('resort', 'NN'), ('.', '.')]","['seating', 'area', 'plenty', 'area', 'resort']"
1528,Classic NY pizza,"['Classic', 'NY', 'pizza']","['classic', 'ny', 'pizza']","[('classic', 'JJ'), ('ny', 'NN'), ('pizza', 'NN')]","['ny', 'pizza']"
1529,Great crust,"['Great', 'crust']","['great', 'crust']","[('great', 'JJ'), ('crust', 'NN')]",['crust']
1530,"Hard to find, but worth it!  Second floor of Cosmopolitan on The Strip.","['Hard', 'to', 'find', ',', 'but', 'worth', 'it', '!', 'Second', 'floor', 'of', 'Cosmopolitan', 'on', 'The', 'Strip', '.']","['hard', 'find', ',', 'worth', '!', 'second', 'floor', 'cosmopolitan', 'the', 'strip', '.']","[('hard', 'JJ'), ('find', 'NN'), (',', ','), ('worth', 'JJ'), ('!', '.'), ('second', 'JJ'), ('floor', 'NN'), ('cosmopolitan', 'VBD'), ('the', 'DT'), ('strip', 'NN'), ('.', '.')]","['find', 'floor', 'strip']"
1531,Great spot esp if you need a quick snack post drinking and gambling,"['Great', 'spot', 'esp', 'if', 'you', 'need', 'a', 'quick', 'snack', 'post', 'drinking', 'and', 'gambling']","['great', 'spot', 'esp', 'need', 'quick', 'snack', 'post', 'drinking', 'gambling']","[('great', 'JJ'), ('spot', 'NN'), ('esp', 'VBP'), ('need', 'NN'), ('quick', 'JJ'), ('snack', 'NN'), ('post', 'NN'), ('drinking', 'NN'), ('gambling', 'NN')]","['spot', 'need', 'snack', 'post', 'drinking', 'gambling']"
1532,A little pricey but it's the strip!,"['A', 'little', 'pricey', 'but', 'it', ""'s"", 'the', 'strip', '!']","['a', 'little', 'pricey', ""'s"", 'strip', '!']","[('a', 'DT'), ('little', 'JJ'), ('pricey', 'NN'), (""'s"", 'POS'), ('strip', 'NN'), ('!', '.')]","['pricey', 'strip']"
1533,"Overall: Great pizza for a steal in Vegas.

I would have never known about this place if it hadn't been for the nice concierge on the third floor of the Cosmopolitan while my mom and I were wandering around","['Overall', ':', 'Great', 'pizza', 'for', 'a', 'steal', 'in', 'Vegas', '.', 'I', 'would', 'have', 'never', 'known', 'about', 'this', 'place', 'if', 'it', 'had', ""n't"", 'been', 'for', 'the', 'nice', 'concierge', 'on', 'the', 'third', 'floor', 'of', 'the', 'Cosmopolitan', 'while', 'my', 'mom', 'and', 'I', 'were', 'wandering', 'around']","['overall', ':', 'great', 'pizza', 'steal', 'vegas', '.', 'i', 'would', 'never', 'known', 'place', ""n't"", 'nice', 'concierge', 'third', 'floor', 'cosmopolitan', 'mom', 'i', 'wandering', 'around']","[('overall', 'JJ'), (':', ':'), ('great', 'JJ'), ('pizza', 'NN'), ('steal', 'NN'), ('vegas', 'NN'), ('.', '.'), ('i', 'NN'), ('would', 'MD'), ('never', 'RB'), ('known', 'VB'), ('place', 'NN'), (""n't"", 'RB'), ('nice', 'JJ'), ('concierge', 'VB'), ('third', 'JJ'), ('floor', 'NN'), ('cosmopolitan', 'NN'), ('mom', 'NN'), ('i', 'NN'), ('wandering', 'VBG'), ('around', 'IN')]","['pizza', 'steal', 'vegas', 'i', 'place', 'floor', 'cosmopolitan', 'mom', 'i']"
1534,He walked us over to this huge door and swung it open to reveal a hallway with a pinball game and loud rock music,"['He', 'walked', 'us', 'over', 'to', 'this', 'huge', 'door', 'and', 'swung', 'it', 'open', 'to', 'reveal', 'a', 'hallway', 'with', 'a', 'pinball', 'game', 'and', 'loud', 'rock', 'music']","['he', 'walked', 'us', 'huge', 'door', 'swung', 'open', 'reveal', 'hallway', 'pinball', 'game', 'loud', 'rock', 'music']","[('he', 'PRP'), ('walked', 'VBD'), ('us', 'PRP'), ('huge', 'JJ'), ('door', 'NN'), ('swung', 'NN'), ('open', 'JJ'), ('reveal', 'NN'), ('hallway', 'RB'), ('pinball', 'JJ'), ('game', 'NN'), ('loud', 'JJ'), ('rock', 'NN'), ('music', 'NN')]","['door', 'swung', 'reveal', 'game', 'rock', 'music']"
1535,"

The set-up is similar to a NY pizzeria in that there are no tables, just bars where you can stand and eat or grab an empty stool","['The', 'set-up', 'is', 'similar', 'to', 'a', 'NY', 'pizzeria', 'in', 'that', 'there', 'are', 'no', 'tables', ',', 'just', 'bars', 'where', 'you', 'can', 'stand', 'and', 'eat', 'or', 'grab', 'an', 'empty', 'stool']","['the', 'set-up', 'similar', 'ny', 'pizzeria', 'tables', ',', 'bars', 'stand', 'eat', 'grab', 'empty', 'stool']","[('the', 'DT'), ('set-up', 'JJ'), ('similar', 'JJ'), ('ny', 'NN'), ('pizzeria', 'NN'), ('tables', 'NNS'), (',', ','), ('bars', 'NNS'), ('stand', 'VBP'), ('eat', 'JJ'), ('grab', 'NN'), ('empty', 'JJ'), ('stool', 'NN')]","['ny', 'pizzeria', 'tables', 'bars', 'grab', 'stool']"
1536,I ordered a cheese slice for $3.50 which is unheard of in Vegas,"['I', 'ordered', 'a', 'cheese', 'slice', 'for', '$', '3.50', 'which', 'is', 'unheard', 'of', 'in', 'Vegas']","['i', 'ordered', 'cheese', 'slice', '$', '3.50', 'unheard', 'vegas']","[('i', 'NN'), ('ordered', 'VBD'), ('cheese', 'JJ'), ('slice', 'JJ'), ('$', '$'), ('3.50', 'CD'), ('unheard', 'JJ'), ('vegas', 'NN')]","['i', 'vegas']"
1537,The slice was really good! We went back there a couple of times during our visit when we didn't want to spend an arm and a leg for a meal.,"['The', 'slice', 'was', 'really', 'good', '!', 'We', 'went', 'back', 'there', 'a', 'couple', 'of', 'times', 'during', 'our', 'visit', 'when', 'we', 'did', ""n't"", 'want', 'to', 'spend', 'an', 'arm', 'and', 'a', 'leg', 'for', 'a', 'meal', '.']","['the', 'slice', 'really', 'good', '!', 'we', 'went', 'back', 'couple', 'times', 'visit', ""n't"", 'want', 'spend', 'arm', 'leg', 'meal', '.']","[('the', 'DT'), ('slice', 'NN'), ('really', 'RB'), ('good', 'JJ'), ('!', '.'), ('we', 'PRP'), ('went', 'VBD'), ('back', 'RB'), ('couple', 'JJ'), ('times', 'NNS'), ('visit', 'VBP'), (""n't"", 'RB'), ('want', 'VB'), ('spend', 'JJ'), ('arm', 'NN'), ('leg', 'NN'), ('meal', 'NN'), ('.', '.')]","['slice', 'times', 'arm', 'leg', 'meal']"
1538,Pretty solid pizza joint,"['Pretty', 'solid', 'pizza', 'joint']","['pretty', 'solid', 'pizza', 'joint']","[('pretty', 'RB'), ('solid', 'JJ'), ('pizza', 'NN'), ('joint', 'NN')]","['pizza', 'joint']"
1539,"Now, let me preface, I am staying at the Cosmo......would I trek up and down the strip searching for this place if I wasn't staying here?? Maybe","['Now', ',', 'let', 'me', 'preface', ',', 'I', 'am', 'staying', 'at', 'the', 'Cosmo', '...', '...', 'would', 'I', 'trek', 'up', 'and', 'down', 'the', 'strip', 'searching', 'for', 'this', 'place', 'if', 'I', 'was', ""n't"", 'staying', 'here', '?', '?', 'Maybe']","['now', ',', 'let', 'preface', ',', 'i', 'staying', 'cosmo', '...', '...', 'would', 'i', 'trek', 'strip', 'searching', 'place', 'i', ""n't"", 'staying', '?', '?', 'maybe']","[('now', 'RB'), (',', ','), ('let', 'VB'), ('preface', 'NN'), (',', ','), ('i', 'JJ'), ('staying', 'VBG'), ('cosmo', 'NN'), ('...', ':'), ('...', ':'), ('would', 'MD'), ('i', 'VB'), ('trek', 'JJ'), ('strip', 'NN'), ('searching', 'VBG'), ('place', 'NN'), ('i', 'VBP'), (""n't"", 'RB'), ('staying', 'VBG'), ('?', '.'), ('?', '.'), ('maybe', 'RB')]","['preface', 'cosmo', 'strip', 'place']"
