,business_id,cool,date,funny,review_id,stars,text,useful,user_id
954166,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-01-02,1,-2XzBBSo165MNyFfKvCJAg,4,"Oh Secret Pizza. We meet again. 

I remember when the Cosmo first opened. My friends and I were...uh, inebriated, and we stumbled in here shoeless. 

I've had plenty of great memories with Secret Pizza since then. One time, we trekked from on side of the strip just for the pizza. I think that was at least a two mile walk.

Yeah, it was worth it and I'd do it again.

The cannoli's are my favorite. The pizzas, are duh- GREAT.

Great for when you're drunk, hungry, or in need of comfort food.",1,fC7sAY-qowfX0uf1kIYIyQ
959212,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-05-30,0,fF-3sdTguiUAUDnEgnKphg,3,"They really need to put a sign up, because this place is darn near impossible to find without asking someone.  Maybe it's their secret way of keeping the place hidden and away from all the tourists.   Just find the public billiard table in the open floor, and then look for a long dark hallway which seems like it's a private entrance for staff.  Once you walk the long dark hallway, you will walk into a small pizza shop, and the smell of fresh pizza will immediately engulf you!

My friends split a cheese pizza, white pizza, and a pepperoni, olive, and mushroom pizza.  The line can get long, so be prepared to wait!  Once you order, the server will take your slice of pizza and bake it in the oven for a few minutes to get it nice and melty.  I believe a pizza slice comes out to be around $4 per slice.  I thought the price was slightly high since it was a super thin crust, and the slices didn't seem all that big.   The pizza was pretty good, but definitely not as good as the stuff served in NY.  I did not care for the white pizza, but the cheese and pepperoni pizza was pretty good.   Also, the crust was slightly chewy, which I did not like, but I really liked the cheese and spices they topped on the pizza.  One slice of pizza is like an appetizer, so I would suggest you order 2-3 slices a person, if you want to actually get filled up or eat it as a dinner.    I'd come back for a late night snack or an afternoon appetizer if I'm in the area, but it's not something I would walk from Wynn to Cosmo to eat.  Pretty good pizza, but not good enough to crave, especially with all the other eats in Vegas.",0,qnF-Fo5VDP5Tp2PxFsBNkQ
960616,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-04-29,0,oGqLdE123oGn9GpgQJuKEA,2,"Hidden little pizza joint inside Cosmo.  The pizza is really bad in my opinion, the cheese sucks and it's extremely greasy, just completely covered in grease.  Me and my buddy both at half of our slices and threw out the rest.",0,VR4pyk5pV1h9E9pL68S8vg
964970,iCQpiavjjPzJ5_3gPD5Ebg,0,2018-01-23,0,tArv5bJOcIcnInuWdEoVtw,4,Pizza is true New York style pizza...thin crust and super hot and full of flavor....hidden on 3rs floor of Cosmopolitan...perfect late night snack,0,j1ImaFkXWGHvyn-O83F7mA
969166,iCQpiavjjPzJ5_3gPD5Ebg,1,2016-03-26,1,bimefFFaskNZeMQQ-TO1Xw,4,"This not so secret pizza place is amazing!

With fresh pies rolling out all night it's worth the wait.
Even if you're completely sober!

We didn't wait long at all, but right after we selected our pieces the line went down the hallway.

The staff there are completely friendly and help you out with ordering if it's your first time.

A small selection of draft beers and soft drinks are available to accompany your slice.

Cheesecake and salads are also options.

Whether you choose a pre made slice or create your own, it's a must go when on the strip!",1,YP69KRgYLO8uefoS6A7gmg
971202,iCQpiavjjPzJ5_3gPD5Ebg,1,2011-12-19,2,JtQ6vT3wqZPgz2qoaDDDTA,5,"Shhhhhhhhhhhhhhh....it's a secret. 

Great pizza! We got a few cheese and pepperoni slices to-go and they didn't make it very far. As soon as we got to the car...down the hatch. Thin NY Style Pizza done RIGHT! Not to greasy, not to dry, perfect size for the ""fold-in-hand"" style eating. Price was good, the counter staff was super nice. Excellent. We will certainly be back. Come hungry, don't expect to sit, if you do; eat then get out so others can sit - no lollygagging!",2,m2gyh-W4wdVEAPmp6pkV0A
971366,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-05-04,0,8XtaMkk2_mFER2ZFNqh6TQ,5,"At first i was intrigued why it's called ""secret pizza"" and now i know why  its for you guys to find out! You absolutely should come if you're visiting las vegas! One of the best pizzas I've eaten! There's so much goodness for a cheap price.",1,Sx3MKfSc5cS-1wE3ZXncGg
971461,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-06-02,0,zuSari-VsRVR4skJGieyvw,4,"One of the few grab and go spots in the hotel but worth grabbing a few slices, especially if you're stomach only has liquid in it. They serve both red and white sauced pizza and they warm it up in the oven as you order it. I'm not sure if it tasted super great because I was hungry or if it just plain tasted great but I will definitely give it another go when at the Cosmo.",1,n-ggVUPqXMs4aZF18R0v5Q
972012,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-04-02,1,1VnWnja8BBKIbsSmMApDaQ,2,"So I keep hearing how ""amazing"" this place is... I'm not a pizza snob by any means, but I just did not have a religious experience. I think the allure of this place is its anonymity. But the pizza... tastes like pizza! Nothing crazy nor fancy. Would I eat the pizza again? If someone brought it to me sure. Would I go out of my way to specifically find this place? Not at all, I probably won't ever eat here again. I ate half of their cheese and half of their white, again not saying it's bad. It's pizza! Can't mess that up too badly, but it was nothing special in my opinion!! Save a trip, nothing amazing in my opinion. Just FYI it's more of a to go place. Nowhere to sit. Just stand.",1,LPpAXKCujxzLrgr10-ck1Q
976299,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-09-15,1,JIkhN612VMrjL3mwa6pn8w,4,"Call ahead and order a pizza! 

Secret is a solid pizza place and probably isn't much of a secret anymore but you will find that it's a hole in the wall with a long line leading through it. The pizza is pretty darn amazing after a long night. 

How it works is you wait in line and when you get to the front you can either create your own and order a whole pizza or you can choose from the slices they have out. Somewhat greasy but when it's 4AM, who gives a damn! Honestly you can't go wrong with any of the precut slices. The line also moves at a decent pace so don't be scared, it really isn't bad.

Definitely slightly pricey for pizza but it's the strip and basically one of the few places for cheap eats on the strip. Only warning is if you don't like ricotta, make sure to order a slice without ricotta.",1,YDpLoEfH9Mc7DzjuYUNPUQ
978603,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-02-01,0,5g9P9GxC5jhtg1nBN5wO0g,5,"The White Slice is to die for. So good and awesome , friendly service. Definitely will return .",0,ZNb2r4fuOmgXic3EXj8MyQ
979507,iCQpiavjjPzJ5_3gPD5Ebg,1,2013-11-16,1,Pq1AEA7f0pFOympq8bD-dQ,4,"Clearly no longer a secret...but for you first timers. It's up the stairs. 
Pizza isn't anything to write home about but definitely hits the spot. The place is out if the way and gives you a break from everything else Vegas has to offer. 
Oh and did I mention the place is cheap! $10 gets you a slice and a beer and leaves a decent tip in the jar.",1,cSXr3Ekck5-gqSSgLySrzw
979854,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-04-21,0,Yy3lAF1sVRnANAzKJm8A6A,3,"Pizza is decent, and it being ""secret' is fun, but it tastes MUCH better if you are drunk.  White pizza was tasty (not the best I've ever had), and the price for a place on the strip is good.  It's open late, which is great for a late night treat, but I wouldn't wait in a huge line for a slice.

If you want to get a drink here, go with a beer on draft - they even come in a red solo cup!  The box wine is disgusting...but that was my mistake for even ordering it.",1,XOvDGbeOtVAT60HfaoGNHQ
980214,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-03-20,2,dHTYgONowFeVZAfsjwhzRg,3,"Here's the secret...it ain't that good.
I really wonder who these yelpers are. 
Ok, it's a decent slice from a place that's good to know about given the expense & absurdity of the strip. That's why 2 stars becomes a 3...but NOT a 4.

If this place were transplanted to NYC: 
- no one would notice because the same place is on every corner, 
- there might not even be any yelps of it, and 
- the place would be very lucky to get 3 stars

...but, it's not in the Big Apple, it's on the Big Strip.",0,2gDsy0ZaUPJ5R83BTyD_UQ
984721,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-07-10,0,UdvVSJzBDTBP6LhmyWUfzg,2,"I don't know what the fuss about this place is about...

We waited 1.5 hours for a couple slices of pizza. The line wasn't even long at all. We were maybe 15 people deep. This place is just extremely inefficiently set up. The guys are jumping around everywhere to grab a pizza, grab toppings, throw it in the oven, grab parmesan, etc...

The pizza itself was decent but waiting 1.5 hours for 2 slices...",1,sLANAbXWUHdeOYAZYYBsEA
987030,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-06-20,0,3ZUscZQI1rFHfsIvyZKXAg,5,Hard to find so ask around..the secret is that it is hidden w/out signs to point you in the right direction so do ask..worth the time.,0,9uOSUESmNyaZQ21gx72tiA
988784,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-01-09,0,GYkX2TLwkJeE07JFCdeT8Q,1,"Their prices just keep rising every year.. it used to cost 25$ for a deluxe pie, now it's almost $40!",0,Vd1ApgBn3Nhs7ZJEPLcJ3w
990736,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-08-09,0,kFNdLVEL29AHGjTMdQ6qtQ,3,"This place is pretty easy to find.  Just go up the escalator to the 3rd floor and you can see the ""hidden"" passageway.  

The place is relatively small with counters along the side for you to eat your pizza and go.  I thought the pizza was pretty standard.  It didn't taste particularly amazing to me, but maybe its just me.  

I thought their prices were pretty steep for a whole pie.  Be prepared to wait if you decide to go this route.  There are some pin ball machines that can entertain you while you wait.  Individual slices seem like the better and faster deal.  Soda is served in a red dixie cup and not worth what they charge.",2,6-q1xOKkfMozjz3lh24Tiw
992429,iCQpiavjjPzJ5_3gPD5Ebg,4,2011-01-04,2,13ghZ9ZTf0gq_2FQax15BQ,4,"Stopped in for a weekday lunch. There was a small crowd when we arrived. No menus here. Slices start at $3.00 and it's 50-cents for additional toppings. A full pie is $17. Pizzas are pre-cooked, you make your selection based on what's available and it's tossed in the pizza oven for a few minutes to heat it through and crisp the crust.

We tried the pepperoni, the onions and peppers, the white pizza and the sausage and meatball. The total with two diet cokes was 22.16.

We stood at the counter and enjoyed our slices. Nicely crisp (slight char) chewy crust, light sauce and gooey cheese. The least favorite slice was the sausage and meatball -- bland meats. The favorite was the onion and pepper slice.",4,ZsUSGU1-L1ImomLZjXxxTg
995440,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-09-12,0,Etllr-zyb1EKFXjHvNwrZg,5,"Mouth. Watering. Pizza. 

I can't tell you how good this pizza is. It's a great combination of salty and cheesy goodness. I always get either a slice of their mushroom pizza or white pizza. Their mushroom pizza is delicious + a little bit of added chili flakes makes the saltiness of the pizza all come together for a flavorful bite. Their white pizza is probably one of their more famous pies and with good reason, it's delicious! It's a mozzarella (and parmesan?) based slice topped with ricotta cheese. At first, I thought it would be too much cheese for my liking but it all somehow comes together as cheesy goodness.  Now, the crust...it's all about the crust!! The pizza itself is thin with a slight crunchy bite to it. The crust is crispy but with a doughy inside that I love. The slices run pretty big so it's worth the price! ($5/6) Usually all it takes is one slice for me to be done, two if I'm super hungry. I've never had to wait in a long line to place my order (my wait is usually like 5 mins) but I've been told it can get pretty crazy late night when the clubs close. 
My only complaint about the pizza is that it can be a little too oily. Seeing small puddles of greasiness is kind of gross, but nothing a pat down with a napkin won't fix. Just wish I didn't have to perform this messy task before eating it. 

Seating is available inside (best for parties of 2, not so much for bigger parties) & all around the lounge type area but it can be difficult to find an open space during a busy night. The pizzeria itself is located on the 3rd floor of Cosmo, down a hallway across from the escalators.",3,KFMJkwJsRmcwmvO_2_nu9A
997032,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-05-31,0,K3fBENiuRKorx7nOnVnKJw,4,"I'm pretty sure that the secret is out because the line was all the way down the hall and around the corner. However, I get why people are willing to wait in a line like that at 2AM. This pizza is exactly what you need in the middle of the night before passing out or rallying before hitting up another club. It is pretty pricey for one slice, but whatever, it is Vegas Strip. I will be coming here for every Vegas trip from now on because its just the kind of place that you have to hit up.",0,CM8zdB2zcFUOqc93_v4uLQ
998713,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-02-10,0,bvuNNLTI_g2neW_yDY9yiQ,5,"Awesome pizza. I don't usually eat my crusts but I ate every bit of these. Try the white pizza even if you don't normally like white, it's so good.",1,QChOPGyCxALGAt3to-g2LQ
998764,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-05-17,0,luePyX6Yh5-T2OUUzdQReQ,5,The late night-earrly morning adventure was half the fun! Loved the hunt for the location and pizza was good,0,MKFWcwsZbKEZfcKXN5nhFw
1000571,iCQpiavjjPzJ5_3gPD5Ebg,1,2014-05-07,1,G0wZkDXM4Q15W0LRZIIXOg,4,"One of the best deals in Vegas! Tucked down a small hallway on the 3rd floor of the Cosmo, this inconspicuous little pizza joint is the perfect spot to indulge a late night craving. 

Slices are $3-5 each and worth it. The pizza is thin crust and packs a great flavor. There are about half a dozen choices ready or you can order a full pie. Grab a beer and a slice or two and you've got a great meal! Wait time was less than 5 minutes at 9pm on a Monday night.",2,UbWUr96T7yOp9w4lrKyf5Q
